DateTime,IncidentNumber,IncidentORI
2022-02-02 02:30:00,2022-00005895,325 E COMANCHE ST
2022-02-02 02:53:00,2022-00005896,3400 W MAIN ST
2022-02-02 03:06:00,2022-00005897,422 W SYMMES ST
2022-02-02 03:16:00,2022-00005898,1104 THISTLEWOOD DR
2022-02-02 04:00:00,2022-00005899,320 N PORTER AVE
2022-02-02 04:02:00,2022-00005900,1150 ALAMEDA ST
2022-02-02 04:15:00,2022-00002140,901 N PORTER AVE
2022-02-02 04:26:00,2022-00005901,E STATE HWY 9 HWY / 72ND AVE SE
2022-02-02 04:53:00,2022-00005902,418 E COMANCHE ST
2022-02-02 04:58:00,2022-00005903,1224 E LINDSEY PLAZA DR
2022-02-02 05:28:00,2022-00001655,1005 ASP AVE
2022-02-02 05:28:00,2022-00002141,1005 ASP AVE
2022-02-02 05:35:00,2022-00002142,901 N PORTER AVE
2022-02-02 05:50:00,2022-00005904,1800 LEGACY PARK DR
2022-02-02 05:55:00,2022-00001656,1208 E LOUISIANA ST
2022-02-02 05:55:00,2022-00002143,1208 E LOUISIANA ST
2022-02-02 06:18:00,2022-00001657,760 VAN VLEET OVAL
2022-02-02 06:37:00,2022-00001658,814 WOODS AVE
2022-02-02 06:38:00,2022-00005905,1224 E LINDSEY PLAZA DR
2022-02-02 06:48:00,2022-00001659,151 48TH AVE SW
2022-02-02 06:48:00,2022-00002144,151 48TH AVE SW
2022-02-02 07:21:00,2022-00002145,1776 E ROBINSON ST
2022-02-02 07:37:00,2022-00005906,2214 W BOYD ST
2022-02-02 07:38:00,2022-00005907,4104 WYCKHAM PL
2022-02-02 07:51:00,2022-00005908,W ROBINSON ST / 24TH AVE NW
2022-02-02 07:54:00,2022-00005909,W BOYD ST / S BERRY RD
2022-02-02 08:00:00,2022-00005911,715 W BROOKS ST
2022-02-02 08:01:00,2022-00005910,3201 MARKET PL
2022-02-02 08:10:00,2022-00005912,3005 HARWICH CT
2022-02-02 08:14:00,2022-00002146,EMSSTAT
2022-02-02 08:14:00,2022-00001660,1135 BILOXI DR
2022-02-02 08:16:00,2022-00005913,12TH AVE NE / ALAMEDA ST
2022-02-02 08:40:00,2022-00005914,E STATE HWY 9 HWY / JENKINS AVE
2022-02-02 08:49:00,2022-00002151,901 N PORTER AVE
2022-02-02 08:59:00,2022-00005915,JENKINS AVE / W STATE HWY 9 HWY
2022-02-02 09:00:00,2022-00002148,EMSSTAT
2022-02-02 09:00:00,2022-00002153,3300 HEALTHPLEX PKWY
2022-02-02 09:01:00,2022-00001661,201 E HAYES ST
2022-02-02 09:01:00,2022-00002147,201 E HAYES ST
2022-02-02 09:04:00,2022-00002150,EMSSTAT
2022-02-02 09:06:00,2022-00005916,1430 24TH AVE SW
2022-02-02 09:06:00,2022-90000049,333 N INTERSTATE
2022-02-02 09:12:00,2022-00002149,EMSSTAT
2022-02-02 09:12:00,2022-00001662,1900 RENAISSANCE DR
2022-02-02 09:12:00,2022-00005918,1900 RENAISSANCE DR
2022-02-02 09:13:00,2022-00005917,2900 E TECUMSEH RD
2022-02-02 09:14:00,2022-00005919,2916 WILLOW CREEK DR
2022-02-02 09:37:00,2022-00005920,2313 MEMPHIS DR
2022-02-02 09:49:00,2022-00005921,501 BAKER ST
2022-02-02 09:56:00,2022-00005923,3651 CLASSEN BLVD
2022-02-02 09:58:00,2022-00002157,3300 HEALTHPLEX PKWY
2022-02-02 10:00:00,2022-00005922,1904 SHELBY CT
2022-02-02 10:01:00,2022-00005929,1220 NORTHERN HILLS RD
2022-02-02 10:04:00,2022-00005924,1615 DAKOTA ST
2022-02-02 10:14:00,2022-00005925,1900 RENAISSANCE DR
2022-02-02 10:20:00,2022-00002159,3300 HEALTHPLEX PKWY
2022-02-02 10:33:00,2022-00005926,1213 E LINDSEY ST
2022-02-02 10:35:00,2022-00005927,118 W APACHE ST
2022-02-02 10:38:00,2022-00005928,3428 JENKINS AVE
2022-02-02 10:38:00,2022-00005931,3625 W MAIN ST
2022-02-02 10:39:00,2022-00001663,1400 CHARLES ST
2022-02-02 10:39:00,2022-00002152,1400 CHARLES ST
2022-02-02 10:43:00,2022-00005930,1400 MCKINLEY AVE
2022-02-02 10:47:00,2022-00001664,103 W BOYD ST
2022-02-02 10:54:00,2022-00005933,323 W BOYD ST
2022-02-02 10:58:00,2022-00005932,36TH AVE NE / E ROCK CREEK RD
2022-02-02 11:00:00,2022-00001665,825 E ROBINSON ST
2022-02-02 11:00:00,2022-00002154,825 E ROBINSON ST
2022-02-02 11:01:00,2022-00001666,2543 W MAIN ST
2022-02-02 11:01:00,2022-00002155,2543 W MAIN ST
2022-02-02 11:03:00,2022-00002156,528 NW 1ST ST MOORE
2022-02-02 11:10:00,2022-00005934,2200 W BROOKS ST
2022-02-02 11:11:00,2022-00005935,1901 E LINDSEY ST
2022-02-02 11:13:00,2022-00005936,2013 GRASSLAND DR
2022-02-02 11:18:00,2022-00001667,1400 COLLEGE AVE
2022-02-02 11:19:00,2022-00005937,2401 N PORTER AVE
2022-02-02 11:23:00,2022-00005943,3001 PHEASANT RUN RD
2022-02-02 11:29:00,2022-00005938,568 E LINDSEY ST
2022-02-02 11:35:00,2022-00005939,"2543 W MAIN ST, NORMAN OK"
2022-02-02 11:43:00,2022-00005940,2401 N PORTER AVE
2022-02-02 11:52:00,2022-00005941,424 N INTERSTATE DR
2022-02-02 11:59:00,2022-00005946,2638 CLASSEN BLVD
2022-02-02 12:06:00,2022-00005942,2000 OAKHURST AVE
2022-02-02 12:08:00,2022-00005947,333 INTERSTATE DR E
2022-02-02 12:11:00,2022-00002158,EMSSTAT
2022-02-02 12:12:00,2022-00005944,1409 ABBEY DR
2022-02-02 12:17:00,2022-00005945,N BERRY RD / DORCHESTER DR
2022-02-02 12:44:00,2022-00005952,2208 BOIS DE ARC CIR
2022-02-02 12:44:00,2022-00005948,NEWTON DR / W ROBINSON ST
2022-02-02 12:46:00,2022-00001668,3001 OAK TREE AVE
2022-02-02 12:46:00,2022-00002161,3001 OAK TREE AVE
2022-02-02 12:46:00,2022-00005951,3001 OAK TREE AVE
2022-02-02 12:46:00,2022-00005950,201 W GRAY ST
2022-02-02 12:47:00,2022-00005949,2413 MEADOWOOD BLVD
2022-02-02 12:53:00,2022-00002160,EMSSTAT
2022-02-02 13:05:00,2022-00005953,630 W MAIN ST
2022-02-02 13:10:00,2022-00005954,15702 E STATE HWY 9 HWY
2022-02-02 13:21:00,2022-00001669,1410 GARFIELD AVE
2022-02-02 13:21:00,2022-00002162,1410 GARFIELD AVE
2022-02-02 13:29:00,2022-00005955,2900 W MAIN ST
2022-02-02 13:31:00,2022-00005956,2520 W MAIN ST
2022-02-02 13:33:00,2022-00005958,W MAIN ST / GATEWOOD DR
2022-02-02 13:34:00,2022-00005957,1400 MCKINLEY AVE
2022-02-02 13:35:00,2022-00005959,3816 HATTERLY LN
2022-02-02 13:37:00,2022-00001670,2505 W MAIN ST
2022-02-02 13:40:00,2022-00005960,2555 HEMPHILL DR
2022-02-02 13:45:00,2022-00005961,200 VICKSBURG AVE
2022-02-02 13:51:00,2022-00005962,105 CRESTMONT AVE
2022-02-02 13:53:00,2022-00002163,EMSSTAT
2022-02-02 13:54:00,2022-00005965,2520 W MAIN ST
2022-02-02 13:58:00,2022-00005964,501 SUNRISE ST
2022-02-02 13:59:00,2022-00005963,35.2118316666667;-97.4870466666667
2022-02-02 14:12:00,2022-00005966,4117 24TH AVE SE
2022-02-02 14:14:00,2022-00001671,7810 BUCKWOOD RD
2022-02-02 14:15:00,2022-00005970,1111 OAK TREE AVE
2022-02-02 14:15:00,2022-00005967,1249 OAKHURST AVE
2022-02-02 14:17:00,2022-00005968,1201 E LOUISIANA ST
2022-02-02 14:20:00,2022-00002176,EMSSTAT
2022-02-02 14:23:00,2022-00001672,1301 W TECUMSEH RD
2022-02-02 14:26:00,2022-00005969,1531 CHERRY STONE ST
2022-02-02 14:28:00,2022-00002164,EMSSTAT
2022-02-02 14:29:00,2022-00001673,2100 24TH AVE NW
2022-02-02 14:29:00,2022-00002165,2100 24TH AVE NW
2022-02-02 14:32:00,2022-00005971,306 ROYAL OAK DR
2022-02-02 14:36:00,2022-00005972,1220 NORTHERN HILLS RD
2022-02-02 14:38:00,2022-00005978,210 N SHERRY AVE
2022-02-02 14:42:00,2022-00005974,4117 24TH AVE SE
2022-02-02 14:43:00,2022-00005975,2829 DEWEY AVE
2022-02-02 14:43:00,2022-00005973,1242 W ROCK CREEK RD
2022-02-02 14:47:00,2022-00005976,520 WYLIE RD
2022-02-02 14:49:00,2022-00005977,1201 12TH AVE NE
2022-02-02 14:53:00,2022-00005985,1201 MORREN DR
2022-02-02 14:56:00,2022-00002166,EMSSTAT
2022-02-02 15:01:00,2022-00005981,2000 W BROOKS ST
2022-02-02 15:06:00,2022-00005979,1935 TWISTED OAK DR
2022-02-02 15:08:00,2022-00005982,912 SHADOWLAKE RD
2022-02-02 15:11:00,2022-00005980,2000 OAKHURST AVE
2022-02-02 15:13:00,2022-00005983,325 TECUMSEH MEADOWS DR
2022-02-02 15:15:00,2022-00005984,217 TECUMSEH MEADOWS DR
2022-02-02 15:24:00,2022-00002167,EMSSTAT
2022-02-02 15:26:00,2022-00001674,1420 WHIPPOORWILL DR
2022-02-02 15:32:00,2022-00005986,"633 BARBOUR ST, NORMAN"
2022-02-02 15:36:00,2022-00005988,E MAIN ST / N PORTER AVE
2022-02-02 15:39:00,2022-00002168,737 N W 15TH ST
2022-02-02 15:42:00,2022-00001675,301 E DALE ST
2022-02-02 15:42:00,2022-00002169,301 E DALE ST
2022-02-02 15:43:00,2022-00002170,118 N E 23RD ST
2022-02-02 15:45:00,2022-00005989,800 CANADIAN TRAILS DR
2022-02-02 15:49:00,2022-00001676,1722 CADDELL LN
2022-02-02 15:57:00,2022-00005990,425 E TONHAWA ST
2022-02-02 16:00:00,2022-00002171,2900 S I35 SERVICE RD
2022-02-02 16:04:00,2022-00005991,1935 TWISTED OAK DR
2022-02-02 16:08:00,2022-00005993,3720 W ROBINSON ST
2022-02-02 16:08:00,2022-00005992,3109 EPORA DR
2022-02-02 16:11:00,2022-00002172,901 N PORTER AVE
2022-02-02 16:28:00,2022-00005994,1750 S I35 SB I
2022-02-02 16:31:00,2022-00001677,1621 SUMAC DR
2022-02-02 16:31:00,2022-00002173,1621 SUMAC DR
2022-02-02 16:34:00,2022-00001678,60TH AVE NW / W ROCK CREEK RD
2022-02-02 16:34:00,2022-00002174,60TH AVE NW / W ROCK CREEK RD
2022-02-02 16:34:00,2022-00005995,60TH AVE NW / W ROCK CREEK RD
2022-02-02 16:34:00,2022-00001679,N FLOOD AVE / W ROBINSON ST
2022-02-02 16:34:00,2022-00002175,N FLOOD AVE / W ROBINSON ST
2022-02-02 16:34:00,2022-00005996,N FLOOD AVE / W ROBINSON ST
2022-02-02 16:39:00,2022-00005998,4410 WILLOWPOINT DR
2022-02-02 16:43:00,2022-00005997,2302 BLUE CREEK PKWY
2022-02-02 17:05:00,2022-00005999,204 SUMMIT BEND
2022-02-02 17:10:00,2022-00006000,1310 EASTGATE DR
2022-02-02 17:12:00,2022-00002177,3300 HEALTHPLEX PKWY
2022-02-02 17:27:00,2022-00006002,120 NAPOLI CT
2022-02-02 17:29:00,2022-00001680,4400 W MAIN ST
2022-02-02 17:29:00,2022-00002178,4400 W MAIN ST
2022-02-02 17:29:00,2022-00006003,4400 W MAIN ST
2022-02-02 17:32:00,2022-00006004,3000 CHAUTAUQUA AVE
2022-02-02 17:38:00,2022-00006005,400 SONORA LN
2022-02-02 17:42:00,2022-00006006,3612 IVES WAY
2022-02-02 17:44:00,2022-00001681,2418 W BROOKS ST
2022-02-02 17:44:00,2022-00002179,2418 W BROOKS ST
2022-02-02 17:49:00,2022-00006007,796 ASP AVE
2022-02-02 18:01:00,2022-00006010,620 NEBRASKA ST
2022-02-02 18:02:00,2022-00006008,2900 W MAIN ST
2022-02-02 18:03:00,2022-00001682,2617 TURNBRIDGE CT
2022-02-02 18:03:00,2022-00002180,2617 TURNBRIDGE CT
2022-02-02 18:42:00,2022-00006011,333 INTERSTATE DR E
2022-02-02 18:45:00,2022-00006012,225 INTERSTATE DR
2022-02-02 18:45:00,2022-00006013,1006 FOUNTAIN GATE CIR
2022-02-02 18:49:00,2022-00001683,3621 LLEYTON DR
2022-02-02 18:52:00,2022-00002181,901 N PORTER AVE
2022-02-02 18:57:00,2022-00006014,3110 HEALTHPLEX DR
2022-02-02 18:58:00,2022-00006015,2805 DEWEY AVE
2022-02-02 19:01:00,2022-00006016,13608 CHAPARRAL RD
2022-02-02 19:02:00,2022-00002182,EMSSTAT
2022-02-02 19:02:00,2022-00001684,18671 E TECUMSEH RD
2022-02-02 19:14:00,2022-00006017,316 CINDY AVE
2022-02-02 19:14:00,2022-00002183,EMSSTAT
2022-02-02 19:14:00,2022-00001685,1905 TEXAS ST
2022-02-02 19:16:00,2022-00006018,1805 AIKEN CT
2022-02-02 19:18:00,2022-00006019,1116 CLASSEN BLVD
2022-02-02 19:44:00,2022-00006021,DAKOTA ST / N PICKARD AVE
2022-02-02 19:54:00,2022-00006022,W STATE HWY 9 HWY / JENKINS AVE
2022-02-02 20:04:00,2022-00001686,1940 FILLMORE AVE
2022-02-02 20:04:00,2022-00002184,1940 FILLMORE AVE
2022-02-02 20:09:00,2022-00006023,MCGEE DR / CHERRY STONE ST
2022-02-02 20:14:00,2022-00001687,2225 SOUTH LAKE BLVD
2022-02-02 20:16:00,2022-00001688,1200 N I35 NB I
2022-02-02 20:16:00,2022-00002185,1200 N I35 NB I
2022-02-02 20:18:00,2022-00006025,204 SUMMIT BEND
2022-02-02 20:22:00,2022-00006024,12TH AVE SE / CLASSEN BLVD
2022-02-02 20:35:00,2022-00006027,N FLOOD AVE / I35 SB OFF RAMP 113 
2022-02-02 20:37:00,2022-00006026,E STATE HWY 9 HWY / 108TH AVE SE
2022-02-02 20:39:00,2022-00002186,901 N PORTER AVE
2022-02-02 20:43:00,2022-00006028,201 W GRAY ST
2022-02-02 20:45:00,2022-00002190,3300 HEALTHPLEX PKWY
2022-02-02 20:52:00,2022-00002187,EMSSTAT
2022-02-02 20:52:00,2022-00001689,301 E DALE ST
2022-02-02 20:55:00,2022-00006029,3651 CLASSEN BLVD
2022-02-02 21:00:00,2022-00006031,221 INTERSTATE DR E
2022-02-02 21:09:00,2022-00006030,1612 RIDGEMONT CIR
2022-02-02 21:10:00,2022-00001690,1100 OAK TREE AVE
2022-02-02 21:10:00,2022-00002188,1100 OAK TREE AVE
2022-02-02 21:14:00,2022-00006032,STATE HWY 9 HWY / 120TH AVE SE
2022-02-02 21:19:00,2022-00006033,201 W GRAY
2022-02-02 21:29:00,2022-00006034,204 SUMMIT BEND
2022-02-02 21:31:00,2022-00002189,2200 S I35 SB I
2022-02-02 21:36:00,2022-00006035,317 WHITE ST
2022-02-02 21:45:00,2022-00001691,6177 ALAMEDA ST
2022-02-02 21:45:00,2022-00002191,6177 ALAMEDA ST
2022-02-02 21:45:00,2022-00006036,6177 ALAMEDA ST
2022-02-02 21:48:00,2022-00006037,N PORTER AVE / E JOHNSON ST
2022-02-02 21:59:00,2022-00006038,3400 W MAIN ST
2022-02-02 22:04:00,2022-00006039,1209 GLENWOOD ST
2022-02-02 22:08:00,2022-00006040,W MAIN ST / N JAMES GARNER AVE
2022-02-02 22:10:00,2022-00001692,605 HEATHERHILL DR
2022-02-02 22:10:00,2022-00002192,605 HEATHERHILL DR
2022-02-02 22:12:00,2022-00006042,E IMHOFF RD / OAKHURST AVE
2022-02-02 22:15:00,2022-00006041,225 INTERSTATE DR
2022-02-02 22:18:00,2022-00001693,2543 W MAIN ST
2022-02-02 22:18:00,2022-00002193,2543 W MAIN ST
2022-02-02 22:48:00,2022-00006043,W STATE HWY 9 HWY / JENKINS AVE
2022-02-02 23:04:00,2022-00006044,904 S COLLEGE AVE
2022-02-02 23:26:00,2022-00006045,1616 ALAMEDA ST
2022-02-02 23:28:00,2022-00006046,2316 W LINDSEY ST
2022-02-02 23:46:00,2022-00006047,1500 E IMHOFF RD
2022-02-02 23:51:00,2022-00006048,4198 CLASSEN BLVD
2022-02-03 00:09:00,2022-00006051,3700 12TH AVE SE
2022-02-03 00:10:00,2022-00006050,1527 LINDALE CIR
2022-02-03 00:16:00,2022-00006049,136TH AVE SE / STATE HWY 9 HWY
2022-02-03 00:36:00,2022-00006052,12607 STATE HWY 9 HWY
2022-02-03 00:41:00,2022-00001694,4400 W MAIN ST
2022-02-03 00:52:00,2022-00006053,2824 DEWEY AVE
2022-02-03 01:05:00,2022-00006054,2226 W MAIN ST
2022-02-03 01:10:00,2022-00006055,1716 W ROBINSON ST
2022-02-03 01:15:00,2022-00001695,2321 HOUSTON AVE
2022-02-03 01:34:00,2022-00006056,1722 W ROBINSON ST
2022-02-03 01:34:00,2022-00006057,909 24TH AVE SW
2022-02-03 01:47:00,2022-00001696,209 S PONCA AVE
2022-02-03 01:47:00,2022-00002194,209 S PONCA AVE
2022-02-03 01:53:00,2022-00002195,901 N PORTER AVE
2022-02-03 02:06:00,2022-00006058,W TECUMSEH RD / N INTERSTATE DR
2022-02-03 02:16:00,2022-00001697,1350 W TECUMSEH RD
2022-02-03 02:54:00,2022-00006059,231 E SYMMES ST
2022-02-03 03:14:00,2022-00001698,1049 12TH AVE NE
2022-02-03 03:14:00,2022-00002196,1049 12TH AVE NE
2022-02-03 04:00:00,2022-00002197,901 N PORTER AVE
2022-02-03 04:53:00,2022-00001699,3386 W ROBINSON ST
2022-02-03 04:53:00,2022-00002198,3386 W ROBINSON ST
2022-02-03 05:07:00,2022-00001700,2717 EDGEMERE DR
2022-02-03 05:07:00,2022-00002199,2717 EDGEMERE DR
2022-02-03 05:18:00,2022-00006060,W BOYD ST / 24TH AVE SW
2022-02-03 05:18:00,2022-00006062,1918 FILLMORE AVE
2022-02-03 05:21:00,2022-00006061,231 E SYMMES ST
2022-02-03 05:31:00,2022-00006063,2440 W MAIN ST
2022-02-03 05:38:00,2022-00006064,W STATE HWY 9 HWY / ED NOBLE 
2022-02-03 05:53:00,2022-00006065,W MAIN ST / N FLOOD AVE
2022-02-03 06:01:00,2022-00006066,1306 168TH AVE NE
2022-02-03 06:02:00,2022-00001701,1000 ALAMEDA ST
2022-02-03 06:02:00,2022-00002200,1000 ALAMEDA ST
2022-02-03 06:02:00,2022-00006067,1000 ALAMEDA ST
2022-02-03 06:12:00,2022-00001702,4012 CASTLEROCK RD
2022-02-03 06:12:00,2022-00002201,4012 CASTLEROCK RD
2022-02-03 06:15:00,2022-00006068,W TECUMSEH RD / 24TH AVE NW
2022-02-03 06:41:00,2022-00006069,800 W MAIN ST
2022-02-03 06:52:00,2022-00001703,800 CANADIAN TRAILS DR
2022-02-03 06:52:00,2022-00002202,800 CANADIAN TRAILS DR
2022-02-03 07:17:00,2022-00006070,800 W MAIN ST
2022-02-03 07:23:00,2022-00006072,828 CARDINAL CREEK BLVD
2022-02-03 07:43:00,2022-00001704,211 W BOYD ST
2022-02-03 07:43:00,2022-00002203,211 W BOYD ST
2022-02-03 07:45:00,2022-00006071,211 ALAMOSA RD
2022-02-03 07:50:00,2022-00006073,1000 E MAIN ST
2022-02-03 07:50:00,2022-00006074,2000 E TECUMSEH RD
2022-02-03 07:57:00,2022-00006076,1636 CENTRAL PKWY
2022-02-03 07:58:00,2022-00001705,1421 CHARLES ST
2022-02-03 07:58:00,2022-00002204,1421 CHARLES ST
2022-02-03 08:02:00,2022-00002205,EMSSTAT
2022-02-03 08:03:00,2022-00006075,201 W GRAY ST
2022-02-03 08:24:00,2022-00006077,2000 W BROOKS ST
2022-02-03 08:30:00,2022-00006078,E CEDAR LANE RD / 12TH AVE SE
2022-02-03 08:39:00,2022-00006079,MEDICAL PARK DR / W TECUMSEH RD
2022-02-03 08:59:00,2022-00001706,750 CANADIAN TRAILS DR
2022-02-03 08:59:00,2022-00002206,750 CANADIAN TRAILS DR
2022-02-03 09:15:00,2022-00006080,600 WYLIE RD
2022-02-03 09:26:00,2022-00006081,916 E MAIN ST
2022-02-03 09:31:00,2022-00002219,901 N PORTER AVE
2022-02-03 09:40:00,2022-00006082,225 INTERSTATE DR
2022-02-03 10:03:00,2022-00006084,201 W DAWS ST
2022-02-03 10:04:00,2022-00006083,N FLOOD AVE / W ROBINSON ST
2022-02-03 10:07:00,2022-00006085,1812 ALAMEDA ST
2022-02-03 10:18:00,2022-00006086,3300 HEALTHPLEX PKWY
2022-02-03 10:18:00,2022-00002207,901 N PORTER AVE
2022-02-03 10:30:00,2022-00006087,828 WALL ST
2022-02-03 10:34:00,2022-00006088,800 N BERRY RD
2022-02-03 10:40:00,2022-00006089,369 W STATE HWY 9 HWY
2022-02-03 10:42:00,2022-00006090,302 E STATE HWY 9 HWY
2022-02-03 10:47:00,2022-00006091,500 N SHERRY AVE
2022-02-03 10:50:00,2022-00001707,1000 36TH AVE SE
2022-02-03 10:50:00,2022-00006092,1000 36TH AVE SE
2022-02-03 10:57:00,2022-00006094,2125 HOUSTON AVE
2022-02-03 10:58:00,2022-00001708,2215 NASHVILLE DR
2022-02-03 10:58:00,2022-00002208,2215 NASHVILLE DR
2022-02-03 10:58:00,2022-00006093,3300 E LINDSEYST
2022-02-03 10:58:00,2022-00006095,1800 BEAUMONT DR
2022-02-03 11:09:00,2022-00001709,930 W SYMMES ST
2022-02-03 11:09:00,2022-00002209,930 W SYMMES ST
2022-02-03 11:13:00,2022-00006096,E JOHNSON ST / N PORTER AVE
2022-02-03 11:18:00,2022-00001710,2201 W BROOKS ST
2022-02-03 11:18:00,2022-00002210,2201 W BROOKS ST
2022-02-03 11:22:00,2022-00006097,6120 E CEDAR LANE RD
2022-02-03 11:30:00,2022-00006098,3625 W MAIN ST
2022-02-03 11:32:00,2022-00006099,MORREN DR / BEACON AVE
2022-02-03 11:35:00,2022-00001711,1051 180TH AVE NE
2022-02-03 11:35:00,2022-00002211,1051 180TH AVE NE
2022-02-03 11:42:00,2022-00006100,1301 GLEN OAKS CT
2022-02-03 11:44:00,2022-00006101,1118 ARKANSAS ST
2022-02-03 11:45:00,2022-00001712,3625 CRAIL DR
2022-02-03 11:45:00,2022-00002212,3625 CRAIL DR
2022-02-03 11:49:00,2022-00006102,201 REED AVE
2022-02-03 12:04:00,2022-00001713,1800 72ND AVE NW
2022-02-03 12:04:00,2022-00002213,1800 72ND AVE NW
2022-02-03 12:04:00,2022-00002214,1800 72ND AVE NW
2022-02-03 12:04:00,2022-00006103,1800 72ND AVE NW
2022-02-03 12:04:00,2022-00001714,CASTRO ST / MILLER LN
2022-02-03 12:06:00,2022-00001715,201 WOODCREST DR
2022-02-03 12:06:00,2022-00002215,201 WOODCREST DR
2022-02-03 12:06:00,2022-00006104,201 WOODCREST DR
2022-02-03 12:07:00,2022-00002216,EMSSTAT
2022-02-03 12:20:00,2022-00006105,3300 HEALTHPLEX PKWY
2022-02-03 12:29:00,2022-00006106,201 W GRAY ST
2022-02-03 12:43:00,2022-00001716,2418 W BROOKS ST
2022-02-03 12:43:00,2022-00002217,2418 W BROOKS ST
2022-02-03 12:47:00,2022-00006107,319 BULVERDE DR
2022-02-03 12:47:00,2022-00002222,EMSSTAT
2022-02-03 12:48:00,2022-00002218,901 N PORTER AVE
2022-02-03 12:49:00,2022-00006108,800 LEXINGTON ST
2022-02-03 12:55:00,2022-00001717,413 E EUFAULA ST
2022-02-03 12:58:00,2022-00006111,915 E COMANCHE ST
2022-02-03 12:58:00,2022-00001718,17430 WINCHESTER LN
2022-02-03 12:58:00,2022-00002220,17430 WINCHESTER LN
2022-02-03 13:00:00,2022-00006109,4125 W MAIN ST
2022-02-03 13:05:00,2022-00006110,2900 W MAIN ST
2022-02-03 13:09:00,2022-00001719,4554 W MAIN ST
2022-02-03 13:09:00,2022-00002221,4554 W MAIN ST
2022-02-03 13:41:00,2022-00006113,200 VICKSBURG AVE
2022-02-03 13:47:00,2022-00006112,1901 E LINDSEY ST
2022-02-03 13:49:00,2022-00006114,1337 E LINDSEY ST
2022-02-03 13:56:00,2022-00006115,12901 E POST OAK RD
2022-02-03 14:06:00,2022-00006116,6650 POST OAK RD
2022-02-03 14:18:00,2022-00006117,621 SUNRISE ST
2022-02-03 14:27:00,2022-00001720,750 CANADIAN TRAILS DR
2022-02-03 14:27:00,2022-00002223,750 CANADIAN TRAILS DR
2022-02-03 14:27:00,2022-00006118,12TH AVE SE / ALAMEDA ST
2022-02-03 14:35:00,2022-00006120,1935 TWISTED OAK DR
2022-02-03 14:35:00,2022-00006119,12TH AVE NE / E ROBINSON ST
2022-02-03 14:40:00,2022-00002224,700 S TELEPHONE RD
2022-02-03 14:49:00,2022-00006121,1314 SUNSET DR
2022-02-03 14:56:00,2022-00006122,3800 JOURNEY PKWY
2022-02-03 14:57:00,2022-00006123,601 108TH AVE SE
2022-02-03 15:16:00,2022-00006124,500 E BROOKS ST
2022-02-03 15:28:00,2022-00006126,1600 CHAMBLEE DR
2022-02-03 15:28:00,2022-00006125,101 ED NOBLE PKWY
2022-02-03 15:33:00,2022-00001721,3509 BRIGHT ST
2022-02-03 15:33:00,2022-00002225,3509 BRIGHT ST
2022-02-03 15:36:00,2022-00006128,842 COLLEGE AVE
2022-02-03 15:41:00,2022-00001722,213 CREST PL
2022-02-03 15:46:00,2022-00001723,3422 CRAMPTON GAP WAY
2022-02-03 15:46:00,2022-00002226,3422 CRAMPTON GAP WAY
2022-02-03 15:51:00,2022-00006127,201 W GRAY ST
2022-02-03 15:53:00,2022-00006130,3625 W MAIN ST
2022-02-03 15:54:00,2022-00006129,921 BILOXI DR
2022-02-03 16:01:00,2022-00001724,2623 RICHARDSON DR
2022-02-03 16:01:00,2022-00002227,2623 RICHARDSON DR
2022-02-03 16:31:00,2022-00001725,825 E ROBINSON ST
2022-02-03 16:33:00,2022-00001726,4016 SILVERTON CIR
2022-02-03 16:33:00,2022-00002228,4016 SILVERTON CIR
2022-02-03 16:33:00,2022-00006133,1251 ALAMEDA ST
2022-02-03 16:39:00,2022-00006131,1400 N PORTER AVE
2022-02-03 16:45:00,2022-00006132,WOOD VALLEY RD / INGLENOOK DR
2022-02-03 16:49:00,2022-00002230,EMSSTAT
2022-02-03 16:54:00,2022-00002229,1776 E ROBINSON ST
2022-02-03 16:57:00,2022-00006136,333 INTERSTATE DR E
2022-02-03 17:06:00,2022-00006134,8212 ALAMEDA DR
2022-02-03 17:08:00,2022-00002231,901 N PORTER AVE
2022-02-03 17:23:00,2022-00006135,1901 E LINDSEY ST
2022-02-03 17:31:00,2022-00002232,901 N PORTER AVE
2022-02-03 17:51:00,2022-00006137,POST OAK RD / CLASSEN BLVD
2022-02-03 17:55:00,2022-00001727,2601 WALNUT RD
2022-02-03 17:55:00,2022-00002233,2601 WALNUT RD
2022-02-03 18:01:00,2022-00002234,901 N PORTER AVE
2022-02-03 18:07:00,2022-00006138,MARSHALL AVE / E STATE HWY 9 
2022-02-03 18:16:00,2022-00006139,601 12TH AVE NE
2022-02-03 18:22:00,2022-00006140,160 12TH AVE SE
2022-02-03 18:24:00,2022-00006141,2145 MELROSE CT
2022-02-03 18:34:00,2022-00006142,319 BULVERDE DR
2022-02-03 18:55:00,2022-00006143,2401 N PORTER AVE
2022-02-03 18:59:00,2022-00001728,2326 RAVENWOOD LN
2022-02-03 18:59:00,2022-00002235,2326 RAVENWOOD LN
2022-02-03 19:00:00,2022-00006144,S BERRY RD / LESLIE LN
2022-02-03 19:00:00,2022-00001729,900 E MAIN ST
2022-02-03 19:00:00,2022-00002236,900 E MAIN ST
2022-02-03 19:04:00,2022-00006145,1534 W TECUMSEH RD
2022-02-03 19:27:00,2022-00001730,600 S WEBSTER AVE
